sk_empresas,cnpj_empresa,flag_matriz,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,de_situacao,de_classif_natureza_juridica,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
"CN9P0FF,(,C\24VYEC0KC#",1395064000100,SIM,LINDETE MARILI BRESSANI ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"L88?ORH&NT)-[,&7,.OPI%",69275956000100,SIM,CONDOMINIO MORADA PARACATU,3085,CONDOMINIO EDILICIO,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
CO(&)1E:.9%665S]9%(1%),13050439000170,SIM,CLEBERT MARQUES BUENOS AIRES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"PUX--F1_.')E'M#J*]NP2-",12109543000120,SIM,TERESA CHEIFER BRAGA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
C-S?=O[TO<BW]DJ4W)`IG&,6291979000180,SIM,CLABE INDUSTRIA E COMERCIO DE CARROCERIAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"B,TXH)1/^\LM1[L4\9<TO'",60701190086220,NAO,ITAU UNIBANCO SA,2054,SOCIEDADE ANONIMA FECHADA,ATIVA,PRIVADO,VERMELHO,ALTA,SIM,NAO,NAO
F?\J[POW^8]!QC;))41^F&,14278977000180,SIM,AMILTON FERREIRA DA SILVA JUNIOR MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"D7EFK<EZ;[(@RU?""HHMJO0",6969710000100,SIM,CELIA MARIA FERNANDES DOS SANTOS CABELEIREIROS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,NAO,NAO
B^-#!H7WUU?P?-B06]4=<(,14557688000110,SIM,ERIKA CRISTINA DA SILVA NASCIMENTO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"PC=H+K!]\'F'""?5$PO<[B/",42935247000140,SIM,LUIZ CARLOS DA SILVA AUTO PECAS,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"G28M&GBEO02U/<F)#KAQX,",14565232000100,SIM,PEDRO HENRIQUE BRUM BORGES MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"E=JOB,`7KN(+S5^KPGF'N/",12100532000180,SIM,ELBIO ALVES DE ALMEIDA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
GMB%W2H#:&RFT>O/$IZ60),16664297000120,SIM,ELEICAO 2012 MARISTELA ZANELLA RIBEIRO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"A/#""A?F*[2*?K4G].&4,_0",16708103000140,SIM,ELYNI CRISTINA DUARTE FERNANDES MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"C\J@<C:G*Z#WKC&+$'K&-+",14380134000190,SIM,JOSE NILTON LINARES REPRESENTACOES COMERCIAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
K#[(@F4A+5>U/513IO$!D(,12758501000110,SIM,JOAO MARTINS BORGES NETO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
"O=V'H#N;M+A*7[OR\>OP##",12094128000140,SIM,LUCIANO NICOLAU PEREIRA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
"IV&F'O<[Q6PX.=>Z""2=0$/",12217871000140,SIM,ART PEDRAS DESIGN E SERVICOS DE PAVIMENTACOES LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"PJ,AIEN+""6B=:0A'L:/""D/",13603535000360,NAO,PRAIA E CAMPO MOVEIS E DECORACAO DE EXTERIORES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"NSQ3S(7,TP\R,FF(VDJN`%",12298958000190,SIM,CAXANGA COMERCIO DE ALUMINIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"GPREH-U.ZTLS-R^[^W[E9'",14369689000130,SIM,STATICOLOR TINTAS ELETROSTATICAS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"CFLSMB>CTG\G./WT,XSZJ)",15306208000100,SIM,JONI JUNIOR OLIVEIRA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
DT^FV1$QSY=)$T@D?W21M-,14153034000120,SIM,MARIA APARECIDA DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
P[MO%D80B66=-6!FA[_=D.,13598161000170,SIM,SEBO GAMES INFORMATICA & ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MUITO BAIXA,SIM,NAO,NAO
"I7R6AKQW__X""B`?I26HI4+",13106883000160,SIM,ADENILSON DOS SANTOS CAMARA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"KAF7&D,='3;MM[O5T(ZSA'",13223335000110,SIM,RONALD QUISPE HUARAYA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
P&4KC=IF9<#Y:OH:)$YEW-,11249023000150,SIM,IGREJA EVANGELICA PENTECOSTAL O SENHOR E A NOSSA JUSTICA,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"B$6Y,LA1XTLND=+ZV*<F9'",12582985000190,SIM,TIAGO HENRIQUE VIEIRA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"JC`,Z%]*U/R$`#76]OPSX$",15793587000100,SIM,LUCINALDO DA ROCHA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
D$6MT^G77)DW!/.$\]Z!A-,10233812000130,SIM,L A POLETTI & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O@,7/CQ+AWN4WZ0Z@T&V>""",20955050000130,SIM,RUBENS SOARES DAMASCENO,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"L1E.$ENL3N2#JC9'XQ(@.,",52613320000110,SIM,HORTI FRUTI GRANJEIROS LIMPOS DO BRASIL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
L)B^)PK1997T5A>S)<?!E/,7225566000160,SIM,MARIA DAS CANDEIAS ALVES DA SILVA RESTAURANTE LTDA ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"KY)WLE,)8V>9L#/:<Y+4,/",41752023000130,SIM,TEMPO RECURSOS HUMANOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
E48SZ3\^WT)HV/+O&_USI%,90242116000120,SIM,RUY PACHECO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"P=9"",IM#)_R811P4""+ANT%",15903443000160,SIM,ELEICAO 2012 JULCIMAR ZILLI VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"I_YA8SU@O134:_9,^&E:/.",13653039000150,SIM,FABIO PEREIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
A_)@-GG>M*^N?OKHN?S#!0,13983857000110,SIM,SAMPAIO E VASCONCELOS PRODUTOS ALIMENTICIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
I$/Q)H=)&2=OLBJ+63J+O*,15910584000100,SIM,ELEICAO 2012 COMITE FINANCEIRO CE PARA VEREADOR PRP MORRINHOS,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"A?2N065)6HM>""?N]9'N_Z&",37073160000170,SIM,V&V CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"M6DJW:2!'@9/%@A$@5Y\\)",8441551000100,SIM,ANTONIO MARTINEZ MORENO E OUTROS,4120,PRODUTOR RURAL PESSOA FISICA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"LU76*_,MARU,>)<!?/B-7#",15136283000170,SIM,FALCAO PIROTECNIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,ALTA,SIM,SIM,NAO
"E-]C*(9N`O""01*T07%XI@'",8922583000110,SIM,MARCIA SOARES DE LIMA SANTANA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,NAO
I0<H$7Z355QB+;\3P0]#4(,17000048000100,SIM,W A DISTRIBUIDORA E IMPORTADORA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"A1?T%/:AH8/N$XS[]+'P&-",17002523000170,SIM,MARIA CRISTOV MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
"D?%200@A-K!_Q8E9S$.BK'",17011730000190,SIM,MILTON SANTOS NICOLA JUNIOR EXPRESS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"E9MHA@6W<]^[$3-BDN""1B#",17032161000160,SIM,EMANUELLI PALHANO RAMOS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"KXD]Z<_*0G^1Y\$2&^;G*,",19721463000170,SIM,SINDICATO DOS EMPREGADOS NO COMERCIO DE CONSELHEIRO LAFAIETE E REGIAO,3131,ENTIDADE SINDICAL,ATIVA,PRIVADO,LARANJA,ALTA,SIM,NAO,NAO
"FOA#4G_)M""U@PI$UA!>?;,",13697133000100,SIM,PIZZARIA DON CARLLO S DE OSASCO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"AW&V''[ZV?**5""1BY9;A,-",7316672000150,SIM,INCO ENGENHARIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
ORV;BHJ@=XOM#1/X%5JSN+,7928352000150,SIM,GIULIANA PICANZO DE MORAIS SODER ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,AZUL,INATIVA,SIM,NAO,NAO
"H&0ZT=`PH7%>,`A1Z(@EF0",60534690000190,SIM,ROCEL REVESTIMENTOS DE PISOS E PAREDES LTDA,2240,SOCIEDADE SIMPLES LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"N0N91/-SK]0<@[;1'T*/""""",90958232000220,NAO,JUAREZ JOSE BIDINOTO ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"G;=6S;MBN1?87R""2P\/;/+",9453642000110,SIM,FLAMARION OLIVEIRA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
LF$G0KJ8[$I=.4B5Q.?VM.,13796780000170,SIM,ANDREIA CRISTINA ALVES MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
"B3@'9='`4`D[@)]H?5N^4$",13765085000140,SIM,FERNANDO DE MELO CABRAL MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
P>>M4T)KNX5[Y.ZHFXEC.+,7153916000120,SIM,PANORAMA EMPREENDIMENTO IMOBILIARIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"CB6;ZE2+[)ZS6D!Z65X""!!",13808832000180,SIM,SASKIA DUANNY DO MONTE SOUZA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
C5D4`2K7UH73H(;22Q*F:),7476611000150,SIM,CAIXA ESCOLAR PAULO GOMES,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"JTA]')ZNF!3FF2X.U920[#",13737399000130,SIM,EL BERIT MINERALS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
MR4+N4B`MPHK5+>@GOEM`.,9546963000160,SIM,ALDAIR DA SILVA SUDRE GESSO ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,NAO
"F^+-=GVCJ\'8Y2)\229`?/",9414940000100,SIM,JOSE REINALDO CARDOSO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"AM5QHQ_[%8TG2M2B!'G`6-",8458714000150,SIM,CONDOMINIO EDIFICIO EUSEBIO,3085,CONDOMINIO EDILICIO,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"DM!ET\C;#3>/,,]>Q^7`1!",7527166000100,SIM,ARAUCARIA PARTICIPACOES E INVESTIMENTOS SA,2054,SOCIEDADE ANONIMA FECHADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
G#=)YG4NYQ!<TS[&1@4<7$,6282336000170,SIM,FHEL COMERCIO DE MATERIAIS PARA CONSTRUCAO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
"DX]TSXCFX;0D\7_]EPYA'0",14619235000170,SIM,DOMINGOS CAMDEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
FMWD_!^88Q1]B4Z%G_N570,3434299000180,SIM,DON TOMATO COMERCIO DE ALIMENTOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"DB6/<-RB>2K+6(Z/,'Y#/,",3305349000120,SIM,M ALIERDES LANCHONETE ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,ALTA,SIM,NAO,NAO
"N$EEIS'7-[48JC5:L,P[O!",2698070000190,SIM,TZM INFORMATICA E TELECOMUNICACOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
PP]PX/UL@38B7@IB^_A`Q),5265060000230,NAO,CFCV CENTRO DE FORMACAO DE CONDUTORES VITORIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"BTR`,N_&Y(.MK$61HBL\B)",2170387000150,SIM,ANCAL SERVICOS DE ESCRITORIO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,SIM,NAO
D]O*!O0?0&^36FWN8=040&,5493714000100,SIM,FECULARIA CESARIO LANGE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"KP&^.\\""P][7TT@]DKJ)R!",14041521000100,SIM,JULIANA MARTINS DE ALMEIDA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,SIM
"M_&6C_(L]=WZ79^@$\4,*0",13925692000120,SIM,FRANCIELLE TAVARES FURMAM MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
C6@A@_-COQ1:;Q_;J3F(70,14183871000100,SIM,HERMES FERREIRA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"F)]QV;RT$:!,3L?;""'""?%.",2166162000120,SIM,GRANVILLE FUNDO DE INVESTIMENTO IMOBILIARIO,2224,CLUBE FUNDO DE INVESTIMENTO,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"PM1O""<V3$L.'Z3JW^BEO[%",14399046000130,SIM,MARCIO DA SILVA GOMES MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
F<[^0^)6RE8&_*0U!?S=8#,2718235000220,NAO,FLICK FLACK CENTRO DE GINASTICA E ATIVIDADES FISICAS LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"P+-`8W`!*F(5,WI9*S^08'",1203962000100,SIM,ASS DE PAIS E PROF DA ESCOLA EVARISTO DA VEIGA,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"JN_D?JY@`#E,2BB(KF#KM'",3469865000190,SIM,TERRAPLANAGEM CAMPOS NOVOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
IN7$&+47>1$LJ)^LPS05?+,15123803000100,SIM,LEOMAR ANTONIO DO AMARAL & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"DUFLI6*XZ\WQ4<)EWW,I?#",526011000100,SIM,WAGNER DA SILVA FERREIRA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"IEV;]V1#""G&25:(J>ORO*&",13930210000120,SIM,ALESSANDRO GARRETT DRONK MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"OC!W*P?WOZC,./&;+/=0-#",13950635000100,SIM,EDNA NOVAIS DO PRADO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,BAIXA,SIM,SIM,SIM
"IP7>I*?,A2AB)I042:[#O%",13951007000130,SIM,EDIVANIA BATISTA DE ANDRADE ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"A?3Q.,;W\LZW@X%ZRH)B[.",16010736000180,SIM,ELEICAO 2012 DEBORA CRISTINA MOREIRA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"F)E_?E'^T]\""1^']<L<$""+",34376780000190,SIM,EDIFICIO JARDIM TROPICAL,3085,CONDOMINIO EDILICIO,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"IWZ)8^VX$O,69(>(?LQW`!",11744911000140,SIM,SUZANA PASCOAL DA SILVA OFICINA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
O+R]=.1#X>-.+.O*QRL.J!,7894583000190,SIM,MMV DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"I]X3&8^8%\?I6^19'O""G?%",13458653000160,SIM,VILMAR RIBEIRO DE FREITAS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
F+HH3U=FG_:$/]-PO_2IT/,3952776000280,NAO,JAQUESTUR TURISMO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,AMARELO,INATIVA,SIM,NAO,NAO
"AM'ND;00#[(BV\CP%19`O0",15167783000170,SIM,ISRAEL GONCALVES MOREIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
CMX$5V^U`5*ZDR0>Q`&(D!,15538417000180,SIM,PARTIDO SOCIAL CRISTAO PSC,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ATIVA,PUBLICO,AMARELO,MEDIA,SIM,NAO,NAO
"K7I!T0U""RKIX%G*28YNEK!",14428313000150,SIM,ROGERIO LOPES DO NASCIMENTO EPP,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"I5XJ2:))G""I(K69*K/');/",9160576000190,SIM,MIRIAM COSTA SILVA DE MELO ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
JQU7MT68L9[8HB)!V@`6E.,34028316234600,NAO,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,2011,EMPRESA PUBLICA,ATIVA,PUBLICO,VERDE,ALTA,SIM,NAO,NAO
IMTS0?^0K`P&PTWF?F(Y4!,26140756000120,SIM,CAMARA MUNICIPAL DE VISCONDE DO RIO BRANCO,1066,ORGAO PUBLICO DO PODER LEGISLATIVO MUNICIPAL,ATIVA,PUBLICO,AZUL,ALTA,SIM,NAO,NAO
"J0JP#NF*XK\(!K.*,!""L;)",5581128000290,NAO,MULTICARGAS LOGISTICA E SERVICOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"K-%L?2JX0QH[)-CO""W""9'%",16871715000150,SIM,FERNANDO WILKER MACHADO COSTA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,SIM
"AB#+'L,,)W!""<]@P]?YU.(",13819281000150,SIM,EDMILSON PEREIRA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
B`W7I3;V[@#]-4GSMX=_<$,15547900000120,SIM,VANILDO MENDES FERREIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
"E/2(!D5:&/V,F6JE7=ERX#",2003592000120,SIM,TRANSPORTES SANTANA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"O;)OK`=+,Y'!\GQ4\H\""-*",531621000100,SIM,M J P DIAS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
IRUKB+W.\`2/6<TE%^ITT-,8480005000170,SIM,BEATRIZ PIRES DA ROCHA,4120,PRODUTOR RURAL PESSOA FISICA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
O#R744QQ@$@P2T$UZ?JL=),16456706000100,SIM,V DE SOUSA LIMA & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"A,8XA9J+)TLBV^:>[1#D9)",91962266000170,SIM,PAULO ROBERTO DA SILVA MARQUES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
CC(2$AYN(ME4TH/\-^T&^!,97532214000140,SIM,MARIA ERINETE DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"JPUQWCE;1<^>O-L(-#&^G'",66970229014540,NAO,NEXTEL TELECOMUNICACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"A&Y3?6Y2GB3C''J(LK`%C.",8282214000100,SIM,ASSOCIACAO DE DEFESA DOS CONTRIBUINTES DO DISTRITO FEDERAL ASDECONT DF,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"AM]""UP_H=,V5&I5!G'MZ3-",429070000160,SIM,EDILSON LOURES REPRESENTACOES COMERCIAIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"E7I)<XR,@FMD9`4V0.K,H'",1297612000150,SIM,PARCERIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"KC=K:-ZIYPVXV\W_=/'C@.",78175270000120,SIM,ADILE DISTRIBUIDORA DE UTILIDADES DOMESTICAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"DF_2N'7DVOQD9DE&OUAU0""",11986235000110,SIM,SEVERINA BERNARDO DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
O29!MCHI#_CUK<+]T`2L$#,91706010000100,SIM,ADAO CIRINEI DA CUNHA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"K<9YQ!@ZT\&&Q,)@E(E_/0",29522745000100,SIM,PARAU BATERIAS LTDA M E ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"I""M*`$,,X'OE""0.0(NW_R$",14872825000100,SIM,ROSANGELA APARECIDA WALTER MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,SIM
IA-UI$I9!2BJ7JM-D;1._&,44833614000200,NAO,COMERCIAL O FILEZAO MARILIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
